Id	Hebrew	Url	Transliteration	Root	Root Url	POS	POS Pattern	POS Pattern Url	Gender	Translation
4340	נוּסְחָה	https://www.pealim.com/dict/3240-nuscha/	nuscha	נ - ס - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ח	Noun	kutla pattern	https://www.pealim.com/dict/?pos=noun&nm=qutla	feminine	formula
4341	הַסָּחָה	https://www.pealim.com/dict/8183-hasacha/	hasacha	נ - ס - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ח	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	removal; turning aside, deflection, deviation, detraction
4342	לְהַסִּיחַ	https://www.pealim.com/dict/1212-lehasiach/	lehasiach	נ - ס - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ח	Verb	hif'il			to move, to put aside (lit.)
4343	לְנַסֵּחַ	https://www.pealim.com/dict/3096-lenaseach/	lenaseach	נ - ס - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ח	Verb	pi'el			to formulate, to express in words
4344	הִתְנַסּוּת	https://www.pealim.com/dict/7923-hitnasut/	hitnasut	נ - ס - ה	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=י	Noun	hitkattlut pattern	https://www.pealim.com/dict/?pos=noun&nm=hitqatlut	feminine	experience
4345	נִיסּוּי	https://www.pealim.com/dict/4484-nisuy/	nisuy	נ - ס - ה	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=י	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	experiment, trial
4346	נִיסָּיוֹן	https://www.pealim.com/dict/3580-nisayon/	nisayon	נ - ס - ה	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=י	Noun	kittalon pattern	https://www.pealim.com/dict/?pos=noun&nm=qittalon	masculine	experience; attempt
4347	מְנוּסֶּה	https://www.pealim.com/dict/8314-menuse/	menuse	נ - ס - ה	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=י	Adjective	mekuttal pattern	https://www.pealim.com/dict/?pos=adjective&am=mequttal		experienced
4348	לְנַסּוֹת	https://www.pealim.com/dict/1210-lenasot/	lenasot	נ - ס - ה	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=י	Verb	pi'el			to try, to attempt, to test
4349	לְהִתְנַסּוֹת	https://www.pealim.com/dict/1211-lehitnasot/	lehitnasot	נ - ס - ה	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=י	Verb	hitpa'el			to be experienced, to get experienced
4350	מַסֵּיכָה	https://www.pealim.com/dict/4891-masecha/	masecha	נ - ס - ך	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=כ	Noun			feminine	mask
4351	נְסִיכָה	https://www.pealim.com/dict/5742-nesicha/	nesicha	נ - ס - ך	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=כ	Noun			feminine	princess
4352	נָסִיךְ	https://www.pealim.com/dict/5741-nasich/	nasich	נ - ס - ך	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=כ	Noun	katil pattern	https://www.pealim.com/dict/?pos=noun&nm=qatil	masculine	prince; jack (cards)
4353	לִנְסוֹךְ	https://www.pealim.com/dict/1213-linsoch/	linsoch	נ - ס - ך	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=כ	Verb	pa'al			to pour out (water, wine) (relig.)
4354	נֵס	https://www.pealim.com/dict/4157-nes/	nes	נ - ס - ס	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ס	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	masculine	miracle, wonder
4355	לְהִתְנוֹסֵס	https://www.pealim.com/dict/1214-lehitnoses/	lehitnoses	נ - ס - ס	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ס	Verb	hitpa'el			to fly (of a flag); to be prominent, noticeable
4356	נְסִיעָה	https://www.pealim.com/dict/2828-nesia/	nesi'a	נ - ס - ע	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ע	Noun	ktila pattern	https://www.pealim.com/dict/?pos=noun&nm=qtila	feminine	journey, trip, ride
4357	מַסָּע	https://www.pealim.com/dict/3130-masa/	masa	נ - ס - ע	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ע	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	journey, trip
4358	מַסּוֹעַ	https://www.pealim.com/dict/5686-masoa/	masoa	נ - ס - ע	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ע	Noun	maktol pattern	https://www.pealim.com/dict/?pos=noun&nm=maqtol	masculine	conveyor belt
4359	לִנְסוֹעַ	https://www.pealim.com/dict/1215-linsoa/	linsoa	נ - ס - ע	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ע	Verb	pa'al			to ride, to drive, to travel
4360	לְהַסִּיעַ	https://www.pealim.com/dict/2483-lehasia/	lehasia	נ - ס - ע	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ע	Verb	hif'il			to transport, to drive
4361	הַסָּעָה	https://www.pealim.com/dict/6782-hasaa/	hasa'a	נ - ס - ע	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ע	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	ride, transportation; convection (physics)
4362	נוֹסֵעַ	https://www.pealim.com/dict/6945-nosea/	nosea	נ - ס - ע	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ע	Noun	kotel pattern	https://www.pealim.com/dict/?pos=noun&nm=qotel	masculine	passenger, traveller
4363	לִנְסוֹק	https://www.pealim.com/dict/1216-linsok/	linsok	נ - ס - ק	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ק	Verb	pa'al			to take off (aircraft), to soar
4364	מַסּוֹק	https://www.pealim.com/dict/4956-masok/	masok	נ - ס - ק	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ק	Noun	miktol pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtol	masculine	helicopter
4365	מַסְּקָנָה	https://www.pealim.com/dict/4982-maskana/	maskana	נ - ס - ק	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ק	Noun			feminine	conclusion
4366	הַסָּקָה	https://www.pealim.com/dict/8749-hasaka/	hasaka	נ - ס - ק	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ק	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	heating
4367	לְהַסִּיק	https://www.pealim.com/dict/2629-lehasik/	lehasik	נ - ס - ק	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ק	Verb	hif'il			to deduce, to infer
4368	לְהַסִּיק	https://www.pealim.com/dict/2630-lehasik/	lehasik	נ - ס - ק	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ק	Verb	hif'il			to ignite, to light up, to set on fire
4369	נְסוֹרֶת	https://www.pealim.com/dict/3262-nesoret/	nesoret	נ - ס - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ר	Noun	ktolet pattern	https://www.pealim.com/dict/?pos=noun&nm=qtolet	feminine	sawdust
4370	מַסּוֹר	https://www.pealim.com/dict/4764-masor/	masor	נ - ס - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ר	Noun	miktol pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtol	masculine	saw (tool)
4371	לְנַסֵּר	https://www.pealim.com/dict/1217-lenaser/	lenaser	נ - ס - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ר	Verb	pi'el			to saw, to cut
4372	לִנְסוֹר	https://www.pealim.com/dict/2717-linsor/	linsor	נ - ס - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ר	Verb	pa'al			to saw, to cut (rare, talmudic)
4373	מִנְסָרָה	https://www.pealim.com/dict/8976-minsara/	minsara	נ - ס - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ר	Noun	miktala pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtala	feminine	sawmill
4374	מִנְסָרָה	https://www.pealim.com/dict/8975-minsara/	minsara	נ - ס - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ס&rf=ר	Noun	miktala pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtala	feminine	prism
4375	מִנְעָד	https://www.pealim.com/dict/8071-minad/	min'ad	נ - ע - ד	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ד	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	range, spectrum, diapason
4376	לִנְעוֹל	https://www.pealim.com/dict/2627-linol/	lin'ol	נ - ע - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ל	Verb	pa'al			to wear, to put on (shoes, footwear)
4377	לִנְעוֹל	https://www.pealim.com/dict/1218-linol/	lin'ol	נ - ע - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ל	Verb	pa'al			to lock, to close, to shut
4378	נָעוּל	https://www.pealim.com/dict/8800-naul/	na'ul	נ - ע - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ל	Adjective	katul pattern	https://www.pealim.com/dict/?pos=adjective&am=qatul		locked
4379	תִּנְעוֹלֶת	https://www.pealim.com/dict/3252-tinolet/	tin'olet	נ - ע - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ל	Noun	tiktolet pattern	https://www.pealim.com/dict/?pos=noun&nm=tiqtolet	feminine	footwear, shoes (rare)
4380	נַעַל	https://www.pealim.com/dict/4287-naal/	na'al	נ - ע - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ל	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	feminine	shoe
4381	נְעִילָה	https://www.pealim.com/dict/4513-neila/	ne'ila	נ - ע - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ל	Noun	ktila pattern	https://www.pealim.com/dict/?pos=noun&nm=qtila	feminine	closing, locking; neilah (Yom Kippur service)
4382	לְהִינָּעֵל	https://www.pealim.com/dict/4593-lehinael/	lehina'el	נ - ע - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ל	Verb	nif'al			to be locked, closed
4383	מַנְעוּל	https://www.pealim.com/dict/5040-manul/	man'ul	נ - ע - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ל	Noun	maktul pattern	https://www.pealim.com/dict/?pos=noun&nm=maqtul	masculine	lock, padlock
4384	לְהַנְעִיל	https://www.pealim.com/dict/4286-lehanil/	lehan'il	נ - ע - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ל	Verb	hif'il			to provide with shoes, to shoe
4385	לִנְעוֹם	https://www.pealim.com/dict/1219-linom/	lin'om	נ - ע - ם	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=מ	Verb	pa'al			to please
4386	נָעִים	https://www.pealim.com/dict/3621-naim/	na'im	נ - ע - ם	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=מ	Adjective	katil pattern	https://www.pealim.com/dict/?pos=adjective&am=qatil		pleasant, agreeable, nice
4387	נְעִימָה	https://www.pealim.com/dict/5033-neima/	ne'ima	נ - ע - ם	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=מ	Noun	ktila pattern	https://www.pealim.com/dict/?pos=noun&nm=qtila	feminine	melody, tune
4388	לְהַנְעִים	https://www.pealim.com/dict/1220-lehanim/	lehan'im	נ - ע - ם	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=מ	Verb	hif'il			to make pleasant
4389	לִנְעוֹץ	https://www.pealim.com/dict/1222-linotz/	lin'otz	נ - ע - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=צ	Verb	pa'al			to insert, to embed, to sting
4390	נָעוּץ	https://www.pealim.com/dict/4915-nautz/	na'utz	נ - ע - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=צ	Adjective	katul pattern	https://www.pealim.com/dict/?pos=adjective&am=qatul		stuck, attached, lodged, pinned
4391	לְהִינָּעֵץ	https://www.pealim.com/dict/6308-lehinaetz/	lehina'etz	נ - ע - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=צ	Verb	nif'al			to be embedded, lodged (bullet, knife, etc.)
4392	נְעוּרִים	https://www.pealim.com/dict/5337-neurim/	ne'urim	נ - ע - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ר	Noun	ktul pattern	https://www.pealim.com/dict/?pos=noun&nm=qtul	masculine	youth, adolescence
4393	לְהִתְנַעֵר	https://www.pealim.com/dict/1224-lehitnaer/	lehitna'er	נ - ע - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ר	Verb	hitpa'el			to shake oneself
4394	לְהִינָּעֵר	https://www.pealim.com/dict/1225-lehinaer/	lehina'er	נ - ע - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ר	Verb	nif'al			to shake oneself, to shake up
4395	לִנְעוֹר	https://www.pealim.com/dict/2803-linor/	lin'or	נ - ע - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ר	Verb	pa'al			to bray (of a donkey)
4396	נַעַר	https://www.pealim.com/dict/3810-naar/	na'ar	נ - ע - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ר	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	masculine	youth, young person
4397	נַעֲרָה	https://www.pealim.com/dict/3811-naara/	na'ara	נ - ע - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ר	Noun	katla pattern	https://www.pealim.com/dict/?pos=noun&nm=qatla	feminine	girl, young woman
4398	נוֹעַר	https://www.pealim.com/dict/7673-noar/	no'ar	נ - ע - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ר	Noun	kotel pattern	https://www.pealim.com/dict/?pos=noun&nm=qotel-s	masculine	youth, teenagers
4399	לְנַעֵר	https://www.pealim.com/dict/1223-lenaer/	lena'er	נ - ע - ר	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=ע&rf=ר	Verb	pi'el			to shake
4400	לְנַפּוֹת	https://www.pealim.com/dict/1226-lenapot/	lenapot	נ - פ - ה	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=י	Verb	pi'el			to sift, to sieve
4401	לִנְפּוֹחַ	https://www.pealim.com/dict/1227-linpoach/	linpoach	נ - פ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ח	Verb	pa'al			to blow, to exhale
4402	לְנַפֵּחַ	https://www.pealim.com/dict/1228-lenapeach/	lenapeach	נ - פ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ח	Verb	pi'el			to inflate, to blow up (a balloon, a tire) (transitive)
4403	לְהִתְנַפֵּחַ	https://www.pealim.com/dict/1229-lehitnapeach/	lehitnapeach	נ - פ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ח	Verb	hitpa'el			to swell, to puff up, to become inflated
4404	נַפָּח	https://www.pealim.com/dict/3351-napach/	napach	נ - פ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ח	Noun	kattal pattern	https://www.pealim.com/dict/?pos=noun&nm=qattal	masculine	blacksmith, smith
4405	תַּפּוּחַ	https://www.pealim.com/dict/4811-tapuach/	tapuach	נ - פ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ח	Noun	taktul pattern	https://www.pealim.com/dict/?pos=noun&nm=taqtul	masculine	🍎 apple
4406	מַפּוּחַ	https://www.pealim.com/dict/8291-mapuach/	mapuach	נ - פ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ח	Noun	maktul pattern	https://www.pealim.com/dict/?pos=noun&nm=maqtul	masculine	bellows (blacksmith)
4407	נָפוּחַ	https://www.pealim.com/dict/8451-nafuach/	nafuach	נ - פ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ח	Adjective	katul pattern	https://www.pealim.com/dict/?pos=adjective&am=qatul		swollen; inflated; pompous, arrogant (slang)
4408	נֶפַח	https://www.pealim.com/dict/8951-nefach/	nefach	נ - פ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ח	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	masculine	volume; capacity
4409	לְנַפּוֹת	https://www.pealim.com/dict/1226-lenapot/	lenapot	נ - פ - ה	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=י	Verb	pi'el			to sift, to sieve
4410	לִיפּוֹל	https://www.pealim.com/dict/1230-lipol/	lipol	נ - פ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ל	Verb	pa'al			to fall, to drop
4411	הַפָּלָה	https://www.pealim.com/dict/3823-hapala/	hapala	נ - פ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ל	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	abortion
4412	נְפִילָה	https://www.pealim.com/dict/8873-nefila/	nefila	נ - פ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ל	Noun	ktila pattern	https://www.pealim.com/dict/?pos=noun&nm=qtila	feminine	fall, tumble, drop, collapse
4413	לְהַפִּיל	https://www.pealim.com/dict/1231-lehapil/	lehapil	נ - פ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ל	Verb	hif'il			to drop, to throw down
4414	לְהִתְנַפֵּל	https://www.pealim.com/dict/1232-lehitnapel/	lehitnapel	נ - פ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ל	Verb	hitpa'el			to pounce, to attack, to set upon (על)
4415	מַפָּל	https://www.pealim.com/dict/7732-mapal/	mapal	נ - פ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ל	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	waterfall
4416	לְהִתְנַפֵּץ	https://www.pealim.com/dict/1235-lehitnapetz/	lehitnapetz	נ - פ - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=צ	Verb	hitpa'el			to shatter, to disintegrate (intransitive)
4417	נִיפּוּץ	https://www.pealim.com/dict/5465-niputz/	niputz	נ - פ - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=צ	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	smashing, scattering; explosion
4418	נַפָּץ	https://www.pealim.com/dict/3865-napatz/	napatz	נ - פ - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=צ	Noun	kattal pattern	https://www.pealim.com/dict/?pos=noun&nm=qattal	masculine	denotator
4419	מַפָּץ	https://www.pealim.com/dict/8171-mapatz/	mapatz	נ - פ - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=צ	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	bang, explosion
4420	נָפִיץ	https://www.pealim.com/dict/8524-nafitz/	nafitz	נ - פ - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=צ	Adjective	katil pattern	https://www.pealim.com/dict/?pos=adjective&am=qatil		explosive; volatile
4421	לְנַפֵּץ	https://www.pealim.com/dict/1234-lenapetz/	lenapetz	נ - פ - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=צ	Verb	pi'el			to smash, to shatter something
4422	לְהַנְפִּיק	https://www.pealim.com/dict/1237-lehanpik/	lehanpik	נ - פ - ק	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ק	Verb	hif'il			to issue (coins, stock, bonds)
4423	לְהַפִּיק	https://www.pealim.com/dict/1236-lehapik/	lehapik	נ - פ - ק	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=ק	Verb	hif'il			to produce (material, resource), to extract (rare)
4424	לְהַנְפִּישׁ	https://www.pealim.com/dict/5638-lehanpish/	lehanpish	נ - פ - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=שׁ	Verb	hif'il			to animate (rare)
4425	נֶפֶשׁ	https://www.pealim.com/dict/3120-nefesh/	nefesh	נ - פ - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=שׁ	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	feminine	soul
4426	לִנְפּוֹשׁ	https://www.pealim.com/dict/1238-linposh/	linposh	נ - פ - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=פ&rf=שׁ	Verb	pa'al			to go on vacation, to relax
4427	נְצִיב	https://www.pealim.com/dict/3707-netziv/	netziv	נ - צ - ב	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ב	Noun	ktil pattern	https://www.pealim.com/dict/?pos=noun&nm=qtil	masculine	governor, commissioner
4428	נְצִיגוּת	https://www.pealim.com/dict/4905-netzigut/	netzigut	נ - צ - ג	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ג	Noun			feminine	representation
4429	נָצִיג	https://www.pealim.com/dict/4904-natzig/	natzig	נ - צ - ג	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ג	Noun	katil pattern	https://www.pealim.com/dict/?pos=noun&nm=qatil	masculine	representative, delegate
4430	לְנַצֵּחַ	https://www.pealim.com/dict/1239-lenatzeach/	lenatzeach	נ - צ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ח	Verb	pi'el			to win; to overcome, to beat; to conduct, to orchestrate
4431	לְהִתְנַצֵּחַ	https://www.pealim.com/dict/1240-lehitnatzeach/	lehitnatzeach	נ - צ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ח	Verb	hitpa'el			to wrangle, to argue
4432	לְהַנְצִיחַ	https://www.pealim.com/dict/1241-lehantziach/	lehantziach	נ - צ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ח	Verb	hif'il			to perpetuate, to commemorate, to immortalize
4433	נִיצָּחוֹן	https://www.pealim.com/dict/3581-nitzachon/	nitzachon	נ - צ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ח	Noun	kittalon pattern	https://www.pealim.com/dict/?pos=noun&nm=qittalon	masculine	victory
4434	הַנְצָחָה	https://www.pealim.com/dict/2890-hantzacha/	hantzacha	נ - צ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ח	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	memorialization, immortalization
4435	נִיצּוּחַ	https://www.pealim.com/dict/3402-nitzuach/	nitzuach	נ - צ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ח	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	conducting (music)
4436	מְנַצֵּחַ	https://www.pealim.com/dict/4877-menatzeach/	menatzeach	נ - צ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ח	Noun	mekattel pattern	https://www.pealim.com/dict/?pos=noun&nm=meqattel	masculine	conductor (music); champion, winner
4437	נֶצַח	https://www.pealim.com/dict/6374-netzach/	netzach	נ - צ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ח	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	masculine	eternity (in expressions)
4438	נִצְחִי	https://www.pealim.com/dict/6375-nitzchi/	nitzchi	נ - צ - ח	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ח	Adjective				eternal
4439	הַצָּלָה	https://www.pealim.com/dict/5905-hatzala/	hatzala	נ - צ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ל	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	rescue
4440	לְהִתְנַצֵּל	https://www.pealim.com/dict/1245-lehitnatzel/	lehitnatzel	נ - צ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ל	Verb	hitpa'el			to apologize
4441	נִיצּוּל	https://www.pealim.com/dict/2976-nitzul/	nitzul	נ - צ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ל	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	utilisation, usage
4442	נַצְלָן	https://www.pealim.com/dict/3439-natzlan/	natzlan	נ - צ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ל	Noun	katlan pattern	https://www.pealim.com/dict/?pos=noun&nm=qatlan	masculine	exploiter
4443	לְהַצִּיל	https://www.pealim.com/dict/1243-lehatzil/	lehatzil	נ - צ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ל	Verb	hif'il			to rescue, to save
4444	לְהִינָּצֵל	https://www.pealim.com/dict/1242-lehinatzel/	lehinatzel	נ - צ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ל	Verb	nif'al			to be saved, to be rescued, to survive
4445	לְנַצֵּל	https://www.pealim.com/dict/1244-lenatzel/	lenatzel	נ - צ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ל	Verb	pi'el			to utilize; to exploit, to abuse
4446	הִתְנַצְּלוּת	https://www.pealim.com/dict/6327-hitnatzlut/	hitnatzlut	נ - צ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ל	Noun	hitkattlut pattern	https://www.pealim.com/dict/?pos=noun&nm=hitqatlut	feminine	apology
4447	נִיצּוֹלֶת	https://www.pealim.com/dict/3266-nitzolet/	nitzolet	נ - צ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ל	Noun	kittolet pattern	https://www.pealim.com/dict/?pos=noun&nm=qittolet	feminine	utilisation; efficiency ratio
4448	הִינָּצְלוּת	https://www.pealim.com/dict/6647-hinatzlut/	hinatzlut	נ - צ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=ל	Noun	hikkatlut pattern	https://www.pealim.com/dict/?pos=noun&nm=hiqqatlut	feminine	survival, being saved, being rescued
4449	לְהִתְנוֹצֵץ	https://www.pealim.com/dict/1247-lehitnotzetz/	lehitnotzetz	נ - צ - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=נ&r2=צ&rf=צ	Verb	hitpa'el			to shine, to shimmer
